agno|grado|rbd|dvrbd|nom_rbd|cod_reg_rbd|nom_reg_rbd|cod_pro_rbd|nom_pro_rbd|cod_com_rbd|nom_com_rbd|cod_depe1|cod_depe2|cod_grupo|cod_rural_rbd|nalu_lect4b_rbd|nalu_mate4b_rbd|prom_lect4b_rbd|prom_mate4b_rbd|dif_lect4b_rbd|dif_mate4b_rbd|difgru_lect4b_rbd|difgru_mate4b_rbd|sigdif_lect4b_rbd|sigdif_mate4b_rbd|siggru_lect4b_rbd|siggru_mate4b_rbd|marca_lect4b_rbd|marca_mate4b_rbd|marcadif_lect4b_rbd|marcadif_mate4b_rbd|palu_eda_ins_lect4b_rbd|palu_eda_ele_lect4b_rbd|palu_eda_ade_lect4b_rbd|palu_eda_ins_mate4b_rbd|palu_eda_ele_mate4b_rbd|palu_eda_ade_mate4b_rbd|noaplica
2017|4b|4798|8|SAGRADOS CORAZONES|8|DEL BIOBÍO|3|CONCEPCIÓN|12|HUALPÉN|4|3|5|1|93|91|295|292|0|-14|-8|-5|0|-1|-1|-1|||||8.6|24.7|66.7|12.1|39.6|48.4|0
2017|4b|7108|0|ESCUELA PART. PADRE ENRIQUE ROMER|14|DE LOS RÍOS|1|VALDIVIA|8|PANGUIPULLI|3|2|2|2|20|20|247|248|-28|-24|-9|0|-1|-1|0|0|||||35|35|30|45|30|25|0
2017|4b|8436|0|ESCUELA PORTUGAL|12|DE MAGALLANES Y DE LA ANTÁRTICA CHILENA|2|MAGALLANES|1|PUNTA ARENAS|1|1|3|1|35|33|257|241|12|16|-13|-21|0|1|-1|-1|||||28.6|51.4|20|54.5|42.4|3|0
2017|4b|8928|1|LICEO JOSE VICTORINO LASTARRIA|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|6|PROVIDENCIA|1|1|4|1|74|75|278|284|-14|-4|-7|7|-1|0|-1|1|||||18.9|37.8|43.2|13.3|49.3|37.3|0
2017|4b|10010|2|MUSTAFA KEMAL ATATURK|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|28|LO PRADO|1|1|2|1|21|26|204|198|-51|-43|-52|-50|-1|-1|-1|-1|||||85.7|9.5|4.8|92.3|7.7|0|0
2017|4b|6272|3|ESCUELA BASICA LICARAYEN|9|DE LA ARAUCANÍA|2|CAUTÍN|12|GORBEA|2|1|2|1|15|12|262|277|32|65|6|29|1|1|0|1|||||33.3|33.3|33.3|16.7|50|33.3|0
2017|4b|7354|7|ESCUELA RURAL LUZ Y SABER|10|DE LOS LAGOS|2|OSORNO|1|OSORNO|2|1|2|2|17|17|289|270|21|24|33|22|1|1|1|1|||||11.8|23.5|64.7|23.5|47.1|29.4|0
2017|4b|7600|7|ESCUELA PARTICULAR N.163 LAFQUELMAPU|10|DE LOS LAGOS|2|OSORNO|7|SAN JUAN DE LA COSTA|3|2|1|2|3|2|227|176|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|8682|7|COLEGIO RAFAEL SANHUEZA LIZARDI|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|5|RECOLETA|3|2|3|1|88|88|291|293|13|3|21|31|1|0|1|1|||||13.6|28.4|58|11.4|39.8|48.9|0
2017|4b|25316|2|ESCUELA BASICA N_ 1739 PUELMAPU|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|13|PEÑALOLÉN|3|2|3|1|28|29|267|268|11|6|-3|6|0|0|0|0|||||32.1|25|42.9|20.7|44.8|34.5|0
2017|4b|8336|4|ESCUELA RURAL EL LIMITE|10|DE LOS LAGOS|5|PALENA|3|FUTALEUFÚ|2|1|3|2|13|12|272|238|7|1|2|-24|0|0|0|-1|||||23.1|46.2|30.8|58.3|41.7|0|0
2017|4b|12083|9|COLEGIO LO ERRAZURIZ|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|26|MAIPÚ|3|2|3|1|66|68|257|240|5|-10|-13|-22|0|0|-1|-1|||||36.4|40.9|22.7|57.4|27.9|14.7|0
2017|4b|4068|1|ESCUELA BUENA FE DE TUBUL|8|DEL BIOBÍO|1|ÑUBLE|15|COELEMU|2|1|1|2|3|3|278|237|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|7861|1|ESCUELA RURAL EL JARDIN DE OLMOPULLI|10|DE LOS LAGOS|3|LLANQUIHUE|5|MAULLÍN|2|1|2|2|6|6|266|232|0|0|10|-16|0|0|0|0|||2|2|||||||0
2017|4b|3355|3|ESCUELA GABRIELA MISTRAL|7|DEL MAULE|3|LINARES|4|LONGAVÍ|2|1|1|2|7|7|233|224|26|13|-17|-14|0|0|0|0|||||||||||0
2017|4b|1197|5|ESCUELA ESPANA|5|DE VALPARAÍSO|2|LOS ANDES|1|LOS ANDES|2|1|3|1|73|73|260|252|-12|-4|-10|-10|-1|0|-1|-1|||||34.2|31.5|34.2|43.8|41.1|15.1|0
2017|4b|14716|8|PAN AMERICAN COLLEGE VINA DEL MAR|5|DE VALPARAÍSO|5|VALPARAÍSO|2|VIÑA DEL MAR|3|2|4|1|35|35|264|257|-36|-30|-21|-20|-1|-1|-1|-1|||||34.3|25.7|40|37.1|40|22.9|0
2017|4b|3853|9|ESCUELA JULIO MONTT SALAMANCA|8|DEL BIOBÍO|1|ÑUBLE|5|COIHUECO|2|1|1|2|4|3|222|211|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|16780|0|COLEGIO ALTO LAUQUÉN|8|DEL BIOBÍO|2|BIOBÍO|1|LOS ÁNGELES|3|2|3|1|27|28|284|251|0|0|14|-11|0|0|1|-1|||2|2|11.1|44.4|44.4|42.9|42.9|14.3|0
2017|4b|9710|1|ESCUELA BASICA SANTA ADRIANA|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|23|LO ESPEJO|2|1|1|1|14|16|218|203|-4|3|-32|-35|0|0|-1|-1|||||71.4|14.3|14.3|81.3|18.8|0|0
2017|4b|25101|1|COLEGIO CORONEL ELEUTERIO RAMIREZ MOLINA|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|11|LA REINA|3|2|3|1|99|100|282|276|-1|-5|12|14|0|0|1|1|||||17.2|36.4|46.5|23|42|35|0
2017|4b|1128|2|ESCUELA COMUNIDADES DE VALLE HERMOSO|5|DE VALPARAÍSO|1|PETORCA|1|LA LIGUA|2|1|2|2|31|31|246|263|-21|11|-10|15|-1|0|-1|1|||||41.9|41.9|16.1|48.4|25.8|25.8|0
2017|4b|3378|2|ESCUELA SOFIA VASQUEZ REBOLLEDO|7|DEL MAULE|3|LINARES|4|LONGAVÍ|2|1|1|2|4|4|211|185|0|0|0|0|0|0|0|0|||2|2|||||||0
2017|4b|6464|5|ESCUELA PARTICULAR HUAPI|9|DE LA ARAUCANÍA|2|CAUTÍN|16|SAAVEDRA|3|2|1|2|2|2|163|166|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|722|6|ESC. HEBERTO VELAZQUEZ VELAZQUEZ|4|DE COQUIMBO|2|LIMARÍ|1|OVALLE|2|1|2|1|21|21|284|272|25|14|28|24|1|0|1|1|||||14.3|33.3|52.4|14.3|61.9|23.8|0
2017|4b|6793|8|ESCUELA RURAL HUELLELHUE|14|DE LOS RÍOS|1|VALDIVIA|1|VALDIVIA|2|1|1|2|5|5|223|187|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|9733|0|ESCUELA BASICA CLARA  ESTRELLA|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|23|LO ESPEJO|2|1|2|1|21|20|256|239|-6|-6|0|-9|0|0|0|0|||||38.1|23.8|38.1|50|40|10|0
2017|4b|13434|1|COLEGIO SAN JOAQUIN|4|DE COQUIMBO|1|ELQUI|1|LA SERENA|4|3|5|1|48|48|317|298|23|-6|14|1|1|0|1|0|||||0|16.7|83.3|0|54.2|45.8|0
2017|4b|24795|2|COLEGIO EMAUS|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|9|LAS CONDES|4|3|5|1|5|5|230|227|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|17725|3|COLEGIO SAN ESTEBAN DE BULNES|8|DEL BIOBÍO|1|ÑUBLE|11|BULNES|3|2|3|1|69|70|274|278|29|20|4|16|1|1|0|1|||||24.6|27.5|47.8|20|50|30|0
2017|4b|6487|4|ESCUELA PARTICULAR LOS CISNES|9|DE LA ARAUCANÍA|2|CAUTÍN|16|SAAVEDRA|3|2|1|2|3|3|198|176|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|25508|4|COLEGIO PART. GABRIELA MISTRAL SOCIEDAD EDUCA|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|27|QUINTA NORMAL|3|2|4|1|63|63|298|280|3|-12|13|3|0|-1|1|0|||||3.2|25.4|71.4|11.1|58.7|30.2|0
2017|4b|4852|6|ESCUELA BASICA CALETA DEL MEDIO|8|DEL BIOBÍO|3|CONCEPCIÓN|4|TOMÉ|2|1|1|2|6|6|227|224|0|0|-23|-14|0|0|-1|0|||1|1|||||||0
2017|4b|5442|9|ESCUELA BASICA EMILIA ROMAGNA|9|DE LA ARAUCANÍA|1|MALLECO|8|TRAIGUÉN|2|1|1|1|33|37|280|242|3|-25|30|4|0|-1|1|0|||||21.2|27.3|51.5|51.4|40.5|8.1|0
2017|4b|17848|9|YIRE LICEO POLITECNICO DE COIHUECO|8|DEL BIOBÍO|1|ÑUBLE|5|COIHUECO|3|2|2|1|30|30|266|254|18|1|10|6|1|0|1|0|||||33.3|33.3|33.3|43.3|33.3|23.3|0
2017|4b|2594|1|ESCUELA BASICA  HUGO URZUA URZUA|6|DEL LIBERTADOR BERNARDO OHIGGINS|2|COLCHAGUA|7|LOLOL|2|1|3|2|4|4|320|287|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|9335|1|ESCUELA PARTICULAR LOS COPIHUES|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|14|LA FLORIDA|3|2|3|1|21|21|259|238|2|1|-11|-24|0|0|-1|-1|||||33.3|42.9|23.8|52.4|42.9|4.8|0
2017|4b|25485|1|ESC. BASICA  `SAN BENIGNO`|13|METROPOLITANA DE SANTIAGO|2|CHACABUCO|1|COLINA|3|2|2|1|18|20|251|280|6|16|-5|32|0|0|0|1|||||44.4|27.8|27.8|5|65|30|0
2017|4b|2173|3|COLEGIO PARTICULAR BERNARDO O'HIGGINS|6|DEL LIBERTADOR BERNARDO OHIGGINS|1|CACHAPOAL|1|RANCAGUA|3|2|2|1|10|11|282|242|35|5|26|-6|1|0|1|0|||||20|30|50|63.6|9.1|27.3|0
2017|4b|10586|4|ESCUELA ELEODORO YANEZ PONCE DE LEON|13|METROPOLITANA DE SANTIAGO|4|MAIPO|1|SAN BERNARDO|1|1|2|2|38|42|253|215|17|2|-3|-33|1|0|0|-1|||||31.6|44.7|23.7|83.3|11.9|4.8|0
2017|4b|5250|7|ESCUELA REGIMIENTO HUSARES|9|DE LA ARAUCANÍA|1|MALLECO|1|ANGOL|2|1|1|2|4|5|216|220|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|25224|7|COLEGIO BERTAIT COLLEGE|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|8|LO BARNECHEA|4|3|5|1|9|8|257|248|0|0|-46|-49|0|0|-1|-1|||1|1|||||||0
2017|4b|15|9|LICEO ARTISTICO DR. JUAN NOE CREVANI|15|DE ARICA Y PARINACOTA|1|ARICA|1|ARICA|2|1|3|1|27|29|241|227|-1|1|-29|-35|0|0|-1|-1|||||51.9|22.2|25.9|65.5|27.6|6.9|0
2017|4b|822|2|ESCUELA JUNTAS|4|DE COQUIMBO|2|LIMARÍ|3|MONTE PATRIA|2|1|1|2|10|10|239|227|-8|-33|-11|-11|0|-1|0|0|||||50|50|0|90|10|0|0
2017|4b|9312|2|CHILEAN EAGLES COLLEGE|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|14|LA FLORIDA|3|2|3|1|105|106|274|264|-14|-30|4|2|-1|-1|0|0|||||22.9|31.4|45.7|30.2|54.7|15.1|0
2017|4b|24626|3|COMPLEJO EDUCACIONAL ALBERTO WIDMER|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|26|MAIPÚ|3|2|3|1|77|79|279|279|9|21|9|17|0|1|1|1|||||16.9|31.2|51.9|13.9|55.7|30.4|0
2017|4b|3945|4|ESCUELA LOS PUQUIOS|8|DEL BIOBÍO|1|ÑUBLE|9|YUNGAY|2|1|1|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|||||||0
2017|4b|11107|4|COLEGIO PART.SANTA TERESA DE JESUS|4|DE COQUIMBO|2|LIMARÍ|1|OVALLE|3|2|3|1|57|59|273|258|-3|-1|3|-4|0|0|0|0|||||21.1|33.3|45.6|39|40.7|20.3|0
2017|4b|11968|7|COLEGIO CUMBRES|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|9|LAS CONDES|4|3|5|1|121|120|302|297|-8|-16|-1|0|0|-1|0|0|||||8.3|23.1|68.6|8.3|36.7|55|0
2017|4b|630|0|COLEGIO LA HERRADURA|4|DE COQUIMBO|1|ELQUI|3|COQUIMBO|2|1|3|1|30|30|248|267|-6|15|-22|5|0|1|-1|0|||||40|30|30|36.7|33.3|30|0
2017|4b|1220|3|ESCUELA PARTICULAR METODISTA E.DEL NINO|5|DE VALPARAÍSO|2|LOS ANDES|1|LOS ANDES|3|2|3|1|41|42|272|270|-19|-13|2|8|-1|-1|0|1|||||24.4|41.5|34.1|28.6|42.9|28.6|0
2017|4b|1881|3|ESCUELA LUIS CRUZ MARTINEZ|5|DE VALPARAÍSO|8|MARGA MARGA|3|QUILPUÉ|1|1|3|1|31|35|252|238|-1|-25|-18|-24|0|-1|-1|-1|||||38.7|25.8|35.5|60|28.6|11.4|0
2017|4b|799|4|COLEGIO REPUBLICA DE CHILE|4|DE COQUIMBO|2|LIMARÍ|3|MONTE PATRIA|2|1|2|1|34|34|248|238|0|-9|-8|-10|0|0|0|-1|||||44.1|32.4|23.5|55.9|32.4|11.8|0
2017|4b|13365|5|ESCUELA BASICA MINILLAS|4|DE COQUIMBO|2|LIMARÍ|2|RÍO HURTADO|2|1|1|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|2|2|||||||0
2017|4b|1389|7|ESCUELA  CRISTINA DURAN|5|DE VALPARAÍSO|4|QUILLOTA|1|QUILLOTA|2|1|3|2|4|5|269|266|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|3876|8|ESCUELA HECTOR MANUEL ARIAS CORTES|8|DEL BIOBÍO|1|ÑUBLE|6|PINTO|2|1|2|2|8|8|279|240|0|0|23|-8|0|0|1|0|||2|2|||||||0
2017|4b|3186|0|ESCUELA MIGUEL FAUNDEZ MORALES|7|DEL MAULE|2|TALCA|8|CONSTITUCIÓN|2|1|1|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|2|2|||||||0
2017|4b|10686|0|LICEO MUNICIPAL POETISA GABRIELA MISTRAL|13|METROPOLITANA DE SANTIAGO|4|MAIPO|4|CALERA DE TANGO|1|1|2|2|61|59|246|237|7|13|-10|-11|0|1|-1|-1|||||47.5|16.4|36.1|61|28.8|10.2|0
2017|4b|25785|0|COLEGIO PART. ROYAL AMERICAN SCHOOL|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|26|MAIPÚ|3|2|4|1|35|37|264|241|17|-4|-21|-36|1|0|-1|-1|||||25.7|40|34.3|59.5|35.1|5.4|0
2017|4b|5227|2|ESCUELA JOSÉ ELÍAS BOLIVAR HERRERA|9|DE LA ARAUCANÍA|1|MALLECO|1|ANGOL|2|1|2|1|16|18|272|249|13|-1|16|1|0|0|1|0|||||25|31.3|43.8|38.9|50|11.1|0
2017|4b|16588|3|COLEGIO SAN ALFONSO DE EL BOLDO|7|DEL MAULE|1|CURICÓ|1|CURICÓ|3|2|3|1|36|36|279|276|22|8|9|14|1|0|1|1|||||25|22.2|52.8|16.7|52.8|30.6|0
2017|4b|530|4|COLEGIO GABRIEL GONZALEZ VIDELA|4|DE COQUIMBO|1|ELQUI|1|LA SERENA|1|1|2|1|29|29|277|275|44|43|21|27|1|1|1|1|||||27.6|20.7|51.7|17.2|48.3|34.5|0
2017|4b|13342|6|COLEGIO PARTICULAR SAN FRANCISCO JAVIER|4|DE COQUIMBO|1|ELQUI|3|COQUIMBO|3|2|3|1|11|11|227|222|-25|-4|-43|-40|-1|0|-1|-1|||||63.6|9.1|27.3|63.6|36.4|0|0
2017|4b|2694|8|ESCUELA PROF. MONICA SILVA GOMEZ|6|DEL LIBERTADOR BERNARDO OHIGGINS|3|CARDENAL CARO|4|LA ESTRELLA|2|1|2|1|25|24|279|273|21|14|23|25|1|0|1|1|||||28|28|44|29.2|29.2|41.7|0
2017|4b|11399|9|ESCUELA SAN ERNESTO|8|DEL BIOBÍO|4|ARAUCO|6|CONTULMO|2|1|1|2|3|3|283|227|0|0|0|0|0|0|0|0|||2|2|||||||0
2017|4b|5911|0|ESC. BASICA CANTINO|9|DE LA ARAUCANÍA|2|CAUTÍN|4|VILCÚN|2|1|1|2|6|7|252|212|-41|-80|2|-26|-1|-1|0|-1|||||||||||0
2017|4b|6587|0|ESCUELA ALEJANDRO GOROSTIAGA|9|DE LA ARAUCANÍA|2|CAUTÍN|18|NUEVA IMPERIAL|2|1|2|1|41|42|263|254|18|8|7|6|1|0|1|0|||||36.6|24.4|39|40.5|40.5|19|0
2017|4b|10915|0|COLEGIO CARDENAL ANTONIO SAMORE|15|DE ARICA Y PARINACOTA|1|ARICA|1|ARICA|3|2|3|1|92|91|308|290|25|12|38|28|1|1|1|1|||||9.8|18.5|71.7|9.9|46.2|44|0
2017|4b|9741|1|ESCUELA BASICA COEDUCACIONAL|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|23|LO ESPEJO|2|1|1|1|22|23|237|211|23|22|-13|-27|1|1|-1|-1|||||54.5|22.7|22.7|69.6|26.1|4.3|0
2017|4b|9504|4|ESCUELA PARTICULAR Y COLEGIO CHILE|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|19|SAN MIGUEL|3|2|3|1|137|138|271|275|-2|1|1|13|0|0|0|1|||||28.5|24.8|46.7|23.2|44.9|31.9|0
2017|4b|22476|6|COLEGIO SAN JOSE|14|DE LOS RÍOS|1|VALDIVIA|2|MARIQUINA|2|1|1|1|19|19|228|207|-36|-23|-22|-31|-1|-1|-1|-1|||||63.2|26.3|10.5|100|0|0|0
2017|4b|3255|7|ESCUELA SANTA BARBARA|7|DEL MAULE|3|LINARES|1|LINARES|2|1|2|1|17|17|253|234|-3|-29|-3|-14|0|-1|0|-1|||||47.1|23.5|29.4|52.9|35.3|11.8|0
2017|4b|16488|7|COLEGIO ADVENTISTA MARANATA|7|DEL MAULE|2|TALCA|1|TALCA|3|2|3|1|38|37|282|278|-13|-15|12|16|0|-1|1|1|||||13.2|34.2|52.6|21.6|45.9|32.4|0
2017|4b|7085|8|COMPLEJO EDUCACIONAL TIERRA DE ESPERANZA|14|DE LOS RÍOS|1|VALDIVIA|8|PANGUIPULLI|1|1|2|2|11|11|223|232|-49|-31|-33|-16|-1|-1|-1|-1|||||54.5|27.3|18.2|54.5|45.5|0|0
2017|4b|2863|0|COLEGIO ADVENTISTA DE MOLINA|7|DEL MAULE|1|CURICÓ|4|MOLINA|3|2|3|1|87|87|276|259|-16|-19|6|-3|-1|-1|1|0|||||19.5|33.3|47.1|33.3|50.6|16.1|0
2017|4b|2365|5|ESCUELA BASICA PATAGUAS CERRO|6|DEL LIBERTADOR BERNARDO OHIGGINS|1|CACHAPOAL|12|PICHIDEGUA|2|1|2|2|23|21|258|261|-1|3|2|13|0|0|0|1|||||47.8|13|39.1|42.9|23.8|33.3|0
2017|4b|20212|6|COLEGIO HEBREO|9|DE LA ARAUCANÍA|2|CAUTÍN|1|TEMUCO|3|2|3|1|26|23|271|248|0|-15|1|-14|0|0|0|-1|||||30.8|23.1|46.2|52.2|39.1|8.7|0
2017|4b|730|7|ESCUELA BASICA LUCIA NUNEZ DE LA CUADRA|4|DE COQUIMBO|2|LIMARÍ|1|OVALLE|2|1|1|2|7|7|262|243|49|33|12|5|1|1|0|0|||||||||||0
2017|4b|14224|7|ESC  PART  KORC SCHOOL|5|DE VALPARAÍSO|5|VALPARAÍSO|9|CONCÓN|4|3|4|1|11|11|274|249|23|13|-11|-28|0|0|0|-1|||||27.3|36.4|36.4|63.6|18.2|18.2|0
2017|4b|7285|0|ESCUELA PARTICULAR BOQUIAL|14|DE LOS RÍOS|6|DEL RANCO|11|RÍO BUENO|3|2|1|2|3|3|255|228|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|2210|1|ESCUELA MUNICIPAL VILLA LA COMPANIA|6|DEL LIBERTADOR BERNARDO OHIGGINS|1|CACHAPOAL|2|GRANEROS|2|1|2|2|28|28|257|263|4|-5|1|15|0|0|0|1|||||35.7|39.3|25|25|57.1|17.9|0
2017|4b|14616|1|COLEGIO LOS PRINCIPES|5|DE VALPARAÍSO|5|VALPARAÍSO|2|VIÑA DEL MAR|3|2|3|1|51|52|239|230|-16|-16|-31|-32|-1|-1|-1|-1|||||47.1|33.3|19.6|61.5|36.5|1.9|0
2017|4b|10878|2|ESCUELA BARRANCAS DE PICHI|13|METROPOLITANA DE SANTIAGO|5|MELIPILLA|4|ALHUÉ|2|1|2|2|4|4|307|265|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|26269|2|COLEGIO ALTO DEL VALLE|13|METROPOLITANA DE SANTIAGO|4|MAIPO|2|BUIN|3|2|3|1|74|75|246|240|-12|-21|-24|-22|-1|-1|-1|-1|||||44.6|28.4|27|50.7|40|9.3|0
2017|4b|8367|4|COLEGIO MATER DEI DE COYHAIQUE|11|DE AYSÉN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO|1|COYHAIQUE|1|COYHAIQUE|3|2|4|1|106|106|280|252|-8|-9|-5|-25|0|0|-1|-1|||||23.6|29.2|47.2|37.7|50.9|11.3|0
2017|4b|7961|8|ESCUELA RURAL LOS PELLINES|10|DE LOS LAGOS|3|LLANQUIHUE|8|LLANQUIHUE|2|1|2|2|9|10|268|222|-43|-11|12|-26|-1|0|0|-1||||||||70|30|0|0
2017|4b|31273|8|COLEGIO REAL|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|11|LA REINA|4|3|5|1|5|5|226|236|0|0|0|0|0|0|0|0|||2|2|||||||0
2017|4b|4629|9|ESCUELA PARTICULAR PEDRO DE ONA|8|DEL BIOBÍO|3|CONCEPCIÓN|11|SAN PEDRO DE LA PAZ|3|2|3|1|37|38|304|294|25|9|34|32|1|0|1|1|||||10.8|16.2|73|10.5|44.7|44.7|0
2017|4b|10225|3|ESCUELA PARTIC. COLEGIO BALMACEDA-RENCA|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|31|RENCA|3|2|2|1|26|25|270|281|-11|10|14|33|0|0|1|1|||||19.2|34.6|46.2|20|48|32|0
2017|4b|6893|4|ESCUELA RURAL TRALCAO|14|DE LOS RÍOS|1|VALDIVIA|2|MARIQUINA|2|1|2|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|2|2|||||||0
2017|4b|7975|8|ESCUELA ARTURO ALESSANDRI PALMA|10|DE LOS LAGOS|3|LLANQUIHUE|9|FRUTILLAR|2|1|2|1|24|25|254|224|20|7|-2|-24|1|0|0|-1|||||45.8|29.2|25|68|32|0|0
2017|4b|22668|8|CENTRO EDUCACIONAL AMADOR CARDENAS PAREDES|10|DE LOS LAGOS|4|CHILOÉ|6|QUINCHAO|3|2|2|1|1|2|0|268|0|0|0|0|0|0|0|0|1||1|1|||||||0
2017|4b|8659|2|ESCUELA PARTICULAR FRANCISCO ANDRES OLEA|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|1|SANTIAGO|3|2|4|1|85|87|270|274|12|9|-15|-3|1|0|-1|0|||||28.2|32.9|38.8|13.8|58.6|27.6|0
2017|4b|3839|3|ESCUELA TALQUIPEN|8|DEL BIOBÍO|1|ÑUBLE|5|COIHUECO|2|1|2|2|17|17|217|231|-37|-17|-39|-17|-1|0|-1|-1|||||70.6|11.8|17.6|70.6|23.5|5.9|0
2017|4b|7669|4|ESCUELA RURAL ILQUE|10|DE LOS LAGOS|3|LLANQUIHUE|1|PUERTO MONTT|2|1|1|2|3|3|262|191|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|24987|4|ESCUELA ANDES DEL SUR|13|METROPOLITANA DE SANTIAGO|3|CORDILLERA|1|PUENTE ALTO|1|1|2|1|39|40|253|252|15|19|-3|4|0|1|0|0|||||38.5|28.2|33.3|42.5|42.5|15|0
2017|4b|6495|5|ESCUELA RUCA RAQUI|9|DE LA ARAUCANÍA|2|CAUTÍN|16|SAAVEDRA|2|1|2|2|4|5|264|223|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|6003|8|ESC. PART. STA. ISABEL DE TRAFAMPULLI|9|DE LA ARAUCANÍA|2|CAUTÍN|5|CUNCO|3|2||2|||||||||||||||||||||||1
2017|4b|16580|8|ESC. PASO INTERNACIONAL PEHUENCHE|7|DEL MAULE|2|TALCA|4|SAN CLEMENTE|2|1|2|1|65|65|253|286|-35|-15|-3|38|-1|-1|0|1|||||38.5|35.4|26.2|16.9|40|43.1|0
2017|4b|14416|9|COLEGIO DOMINGO ORTIZ DE ROZAS|5|DE VALPARAÍSO|1|PETORCA|1|LA LIGUA|3|2|4|1|74|73|290|288|-16|-6|5|11|-1|0|1|1|||||14.9|33.8|51.4|16.4|38.4|45.2|0
2017|4b|7769|0|ESCUELA RURAL LITORAL DE LLAGUEPE|10|DE LOS LAGOS|3|LLANQUIHUE|3|COCHAMÓ|2|1|2|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|2|2|||||||0
2017|4b|5611|1|ESCUELA LOS TRIGALES|9|DE LA ARAUCANÍA|2|CAUTÍN|1|TEMUCO|2|1|3|1|50|55|275|247|-6|-18|5|-15|0|-1|0|-1|||||24|28|48|47.3|38.2|14.5|0
2017|4b|25087|2|COLEGIO NOBEL|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|14|LA FLORIDA|3|2|3|1|19|19|283|265|14|0|13|3|0|0|1|0|||||15.8|31.6|52.6|31.6|52.6|15.8|0
2017|4b|5113|6|ESCUELA ORLANDO DELGADO ZUNIGA|8|DEL BIOBÍO|4|ARAUCO|4|LOS ÁLAMOS|2|1|2|2|20|20|259|248|15|10|3|0|0|0|0|0|||||30|20|50|40|55|5|0
2017|4b|31081|6|ESCUELA  SAN  IGNACIO  DE  BUIN|13|METROPOLITANA DE SANTIAGO|4|MAIPO|2|BUIN|3|2|3|1|25|25|284|268|13|10|14|6|0|0|1|0|||||12|36|52|24|52|24|0
2017|4b|2310|8|ESC.ALCIDES REYES FRIAS|6|DEL LIBERTADOR BERNARDO OHIGGINS|1|CACHAPOAL|9|MALLOA|2|1|2|1|40|38|273|276|14|32|17|28|0|1|1|1|||||32.5|27.5|40|23.7|42.1|34.2|0
2017|4b|40278|8|SCUOLA ITALIANA VILLA ALEMANA|5|DE VALPARAÍSO|8|MARGA MARGA|4|VILLA ALEMANA|4|3|5|1|23|22|305|306|22|37|2|9|1|1|0|0|||||8.7|13|78.3|4.5|31.8|63.6|0
2017|4b|5213|2|ESCUELA PARTICULAR LAS MISIONES|8|DEL BIOBÍO|4|ARAUCO|7|TIRÚA|3|2|1|2|2|2|230|188|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|25279|4|ESCUELA PARTICULAR SALVADOR DALI|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|26|MAIPÚ|3|2|3|1|65|66|281|281|26|5|11|19|1|0|1|1|||||21.5|24.6|53.8|15.2|50|34.8|0
